교통수단별,기준연월,목적,성별,연령,인원수
인천,2024-01-31,관광,남성,31~40세,423
인천공항,2024-01-31,관광,남성,31~40세,43297
제주공항,2024-01-31,관광,남성,31~40세,5182
제주항,2024-01-31,관광,남성,31~40세,311
기타공항,2024-01-31,관광,남성,41~50세,773
기타항구,2024-01-31,관광,남성,41~50세,1300
김포,2024-01-31,관광,남성,41~50세,5523
김해,2024-01-31,관광,남성,41~50세,4768
부산,2024-01-31,관광,남성,41~50세,280
인천,2024-01-31,관광,남성,41~50세,839
인천공항,2024-01-31,관광,남성,41~50세,34594
제주공항,2024-01-31,관광,남성,41~50세,2525
제주항,2024-01-31,관광,남성,41~50세,346
기타공항,2024-01-31,관광,남성,51~60세,405
기타항구,2024-01-31,관광,남성,51~60세,1827
김포,2024-01-31,관광,남성,51~60세,4484
김해,2024-01-31,관광,남성,51~60세,3459
부산,2024-01-31,관광,남성,51~60세,322
인천,2024-01-31,관광,남성,51~60세,1274
인천공항,2024-01-31,관광,남성,51~60세,25014
제주공항,2024-01-31,관광,남성,51~60세,1348
제주항,2024-01-31,관광,남성,51~60세,275
기타공항,2024-01-31,관광,남성,61세이상,265
기타항구,2024-01-31,관광,남성,61세이상,9301
김포,2024-01-31,관광,남성,61세이상,2351
김해,2024-01-31,관광,남성,61세이상,2531
부산,2024-01-31,관광,남성,61세이상,318
인천,2024-01-31,관광,남성,61세이상,2514
인천공항,2024-01-31,관광,남성,61세이상,15063
제주공항,2024-01-31,관광,남성,61세이상,1209
제주항,2024-01-31,관광,남성,61세이상,1118
기타공항,2024-01-31,관광,여성,20세 이하,984
기타항구,2024-01-31,관광,여성,20세 이하,902
김포,2024-01-31,관광,여성,20세 이하,3567
김해,2024-01-31,관광,여성,20세 이하,3484
부산,2024-01-31,관광,여성,20세 이하,237
인천,2024-01-31,관광,여성,20세 이하,658
인천공항,2024-01-31,관광,여성,20세 이하,35205
제주공항,2024-01-31,관광,여성,20세 이하,4409
제주항,2024-01-31,관광,여성,20세 이하,539
기타공항,2024-01-31,관광,여성,21~30세,924
기타항구,2024-01-31,관광,여성,21~30세,668
김포,2024-01-31,관광,여성,21~30세,9554
김해,2024-01-31,관광,여성,21~30세,5904
부산,2024-01-31,관광,여성,21~30세,370
인천,2024-01-31,관광,여성,21~30세,236
인천공항,2024-01-31,관광,여성,21~30세,88440
제주공항,2024-01-31,관광,여성,21~30세,19857
제주항,2024-01-31,관광,여성,21~30세,164
기타공항,2024-01-31,관광,여성,31~40세,979
기타항구,2024-01-31,관광,여성,31~40세,1329
김포,2024-01-31,관광,여성,31~40세,7799
김해,2024-01-31,관광,여성,31~40세,4756
부산,2024-01-31,관광,여성,31~40세,262
인천,2024-01-31,관광,여성,31~40세,487
인천공항,2024-01-31,관광,여성,31~40세,67792
제주공항,2024-01-31,관광,여성,31~40세,11128
제주항,2024-01-31,관광,여성,31~40세,511
기타공항,2024-01-31,관광,여성,41~50세,1222
기타항구,2024-01-31,관광,여성,41~50세,1321
김포,2024-01-31,관광,여성,41~50세,5953
김해,2024-01-31,관광,여성,41~50세,5361
부산,2024-01-31,관광,여성,41~50세,281
인천,2024-01-31,관광,여성,41~50세,682
인천공항,2024-01-31,관광,여성,41~50세,43620
제주공항,2024-01-31,관광,여성,41~50세,4095
제주항,2024-01-31,관광,여성,41~50세,542
기타공항,2024-01-31,관광,여성,51~60세,611
기타항구,2024-01-31,관광,여성,51~60세,3358
김포,2024-01-31,관광,여성,51~60세,4857
김해,2024-01-31,관광,여성,51~60세,3775
부산,2024-01-31,관광,여성,51~60세,334
인천,2024-01-31,관광,여성,51~60세,1346
인천공항,2024-01-31,관광,여성,51~60세,31033
제주공항,2024-01-31,관광,여성,51~60세,2447
제주항,2024-01-31,관광,여성,51~60세,569
기타공항,2024-01-31,관광,여성,61세이상,489
기타항구,2024-01-31,관광,여성,61세이상,8869
김포,2024-01-31,관광,여성,61세이상,2587
김해,2024-01-31,관광,여성,61세이상,2611
부산,2024-01-31,관광,여성,61세이상,267
인천,2024-01-31,관광,여성,61세이상,2050
인천공항,2024-01-31,관광,여성,61세이상,17235
제주공항,2024-01-31,관광,여성,61세이상,1774
제주항,2024-01-31,관광,여성,61세이상,1462
기타공항,2024-02-29,관광,남성,20세 이하,983
기타항구,2024-02-29,관광,남성,20세 이하,2366
김포,2024-02-29,관광,남성,20세 이하,1967
김해,2024-02-29,관광,남성,20세 이하,2989
부산,2024-02-29,관광,남성,20세 이하,188
인천,2024-02-29,관광,남성,20세 이하,508
인천공항,2024-02-29,관광,남성,20세 이하,28955
제주공항,2024-02-29,관광,남성,20세 이하,4538
제주항,2024-02-29,관광,남성,20세 이하,308
기타공항,2024-02-29,관광,남성,21~30세,797
기타항구,2024-02-29,관광,남성,21~30세,706
김포,2024-02-29,관광,남성,21~30세,3882
김해,2024-02-29,관광,남성,21~30세,4197
부산,2024-02-29,관광,남성,21~30세,571
인천,2024-02-29,관광,남성,21~30세,104
인천공항,2024-02-29,관광,남성,21~30세,45156
제주공항,2024-02-29,관광,남성,21~30세,7572
제주항,2024-02-29,관광,남성,21~30세,60
기타공항,2024-02-29,관광,남성,31~40세,774
기타항구,2024-02-29,관광,남성,31~40세,1724
김포,2024-02-29,관광,남성,31~40세,5029
김해,2024-02-29,관광,남성,31~40세,5045
부산,2024-02-29,관광,남성,31~40세,287
인천,2024-02-29,관광,남성,31~40세,291
인천공항,2024-02-29,관광,남성,31~40세,48198
제주공항,2024-02-29,관광,남성,31~40세,6327
제주항,2024-02-29,관광,남성,31~40세,161
기타공항,2024-02-29,관광,남성,41~50세,912
기타항구,2024-02-29,관광,남성,41~50세,1724
김포,2024-02-29,관광,남성,41~50세,5203
김해,2024-02-29,관광,남성,41~50세,4883
부산,2024-02-29,관광,남성,41~50세,278
인천,2024-02-29,관광,남성,41~50세,465
인천공항,2024-02-29,관광,남성,41~50세,36584
제주공항,2024-02-29,관광,남성,41~50세,3096
제주항,2024-02-29,관광,남성,41~50세,171
기타공항,2024-02-29,관광,남성,51~60세,618
기타항구,2024-02-29,관광,남성,51~60세,1465
김포,2024-02-29,관광,남성,51~60세,4394
김해,2024-02-29,관광,남성,51~60세,4030
부산,2024-02-29,관광,남성,51~60세,344
인천,2024-02-29,관광,남성,51~60세,653
인천공항,2024-02-29,관광,남성,51~60세,26449
제주공항,2024-02-29,관광,남성,51~60세,1846
제주항,2024-02-29,관광,남성,51~60세,136
기타공항,2024-02-29,관광,남성,61세이상,412
기타항구,2024-02-29,관광,남성,61세이상,5154
김포,2024-02-29,관광,남성,61세이상,2635
김해,2024-02-29,관광,남성,61세이상,3137
부산,2024-02-29,관광,남성,61세이상,1255
인천,2024-02-29,관광,남성,61세이상,1725
인천공항,2024-02-29,관광,남성,61세이상,17045
제주공항,2024-02-29,관광,남성,61세이상,1747
제주항,2024-02-29,관광,남성,61세이상,593
기타공항,2024-02-29,관광,여성,20세 이하,1070
기타항구,2024-02-29,관광,여성,20세 이하,2179
김포,2024-02-29,관광,여성,20세 이하,4010
김해,2024-02-29,관광,여성,20세 이하,3530
부산,2024-02-29,관광,여성,20세 이하,253
인천,2024-02-29,관광,여성,20세 이하,438
인천공항,2024-02-29,관광,여성,20세 이하,42314
제주공항,2024-02-29,관광,여성,20세 이하,5931
제주항,2024-02-29,관광,여성,20세 이하,310
기타공항,2024-02-29,관광,여성,21~30세,1430
기타항구,2024-02-29,관광,여성,21~30세,850
김포,2024-02-29,관광,여성,21~30세,12083
김해,2024-02-29,관광,여성,21~30세,7843
부산,2024-02-29,관광,여성,21~30세,591
인천,2024-02-29,관광,여성,21~30세,191
인천공항,2024-02-29,관광,여성,21~30세,110511
제주공항,2024-02-29,관광,여성,21~30세,19541
제주항,2024-02-29,관광,여성,21~30세,111
기타공항,2024-02-29,관광,여성,31~40세,1283
기타항구,2024-02-29,관광,여성,31~40세,2225
김포,2024-02-29,관광,여성,31~40세,7799
김해,2024-02-29,관광,여성,31~40세,6312
부산,2024-02-29,관광,여성,31~40세,283
인천,2024-02-29,관광,여성,31~40세,338
인천공항,2024-02-29,관광,여성,31~40세,70469
제주공항,2024-02-29,관광,여성,31~40세,11523
제주항,2024-02-29,관광,여성,31~40세,297
기타공항,2024-02-29,관광,여성,41~50세,1468
기타항구,2024-02-29,관광,여성,41~50세,1982
김포,2024-02-29,관광,여성,41~50세,6002
김해,2024-02-29,관광,여성,41~50세,5625
부산,2024-02-29,관광,여성,41~50세,310
인천,2024-02-29,관광,여성,41~50세,432
인천공항,2024-02-29,관광,여성,41~50세,47198
제주공항,2024-02-29,관광,여성,41~50세,4807
제주항,2024-02-29,관광,여성,41~50세,273
기타공항,2024-02-29,관광,여성,51~60세,905
기타항구,2024-02-29,관광,여성,51~60세,2418
김포,2024-02-29,관광,여성,51~60세,5456
김해,2024-02-29,관광,여성,51~60세,4557
부산,2024-02-29,관광,여성,51~60세,439
인천,2024-02-29,관광,여성,51~60세,894
인천공항,2024-02-29,관광,여성,51~60세,35189
제주공항,2024-02-29,관광,여성,51~60세,3344
제주항,2024-02-29,관광,여성,51~60세,330
기타공항,2024-02-29,관광,여성,61세이상,574
기타항구,2024-02-29,관광,여성,61세이상,5321
김포,2024-02-29,관광,여성,61세이상,2753
김해,2024-02-29,관광,여성,61세이상,3183
부산,2024-02-29,관광,여성,61세이상,1283
인천,2024-02-29,관광,여성,61세이상,1357
인천공항,2024-02-29,관광,여성,61세이상,20281
제주공항,2024-02-29,관광,여성,61세이상,2315
제주항,2024-02-29,관광,여성,61세이상,893
기타공항,2024-03-31,관광,남성,20세 이하,506
기타항구,2024-03-31,관광,남성,20세 이하,692
김포,2024-03-31,관광,남성,20세 이하,2841
김해,2024-03-31,관광,남성,20세 이하,3242
부산,2024-03-31,관광,남성,20세 이하,1102
인천,2024-03-31,관광,남성,20세 이하,51
인천공항,2024-03-31,관광,남성,20세 이하,34232
제주공항,2024-03-31,관광,남성,20세 이하,2191
제주항,2024-03-31,관광,남성,20세 이하,93
기타공항,2024-03-31,관광,남성,21~30세,981
기타항구,2024-03-31,관광,남성,21~30세,943
김포,2024-03-31,관광,남성,21~30세,4576
김해,2024-03-31,관광,남성,21~30세,5552
부산,2024-03-31,관광,남성,21~30세,1125
인천,2024-03-31,관광,남성,21~30세,162
인천공항,2024-03-31,관광,남성,21~30세,63149
제주공항,2024-03-31,관광,남성,21~30세,8187
제주항,2024-03-31,관광,남성,21~30세,72
기타공항,2024-03-31,관광,남성,31~40세,952
기타항구,2024-03-31,관광,남성,31~40세,1563
김포,2024-03-31,관광,남성,31~40세,6326
김해,2024-03-31,관광,남성,31~40세,7237
부산,2024-03-31,관광,남성,31~40세,793
인천,2024-03-31,관광,남성,31~40세,505
인천공항,2024-03-31,관광,남성,31~40세,66977
제주공항,2024-03-31,관광,남성,31~40세,7062
제주항,2024-03-31,관광,남성,31~40세,168
기타공항,2024-03-31,관광,남성,41~50세,898
기타항구,2024-03-31,관광,남성,41~50세,1444
김포,2024-03-31,관광,남성,41~50세,7046
김해,2024-03-31,관광,남성,41~50세,6369
부산,2024-03-31,관광,남성,41~50세,774
인천,2024-03-31,관광,남성,41~50세,818
인천공항,2024-03-31,관광,남성,41~50세,51034
제주공항,2024-03-31,관광,남성,41~50세,2925
제주항,2024-03-31,관광,남성,41~50세,155
기타공항,2024-03-31,관광,남성,51~60세,829
기타항구,2024-03-31,관광,남성,51~60세,3091
김포,2024-03-31,관광,남성,51~60세,6173
김해,2024-03-31,관광,남성,51~60세,5645
부산,2024-03-31,관광,남성,51~60세,1092
인천,2024-03-31,관광,남성,51~60세,1935
인천공항,2024-03-31,관광,남성,51~60세,38817
제주공항,2024-03-31,관광,남성,51~60세,2202
제주항,2024-03-31,관광,남성,51~60세,402
기타공항,2024-03-31,관광,남성,61세이상,956
기타항구,2024-03-31,관광,남성,61세이상,21043
김포,2024-03-31,관광,남성,61세이상,3681
김해,2024-03-31,관광,남성,61세이상,5924
부산,2024-03-31,관광,남성,61세이상,6146
인천,2024-03-31,관광,남성,61세이상,12004
인천공항,2024-03-31,관광,남성,61세이상,30683
제주공항,2024-03-31,관광,남성,61세이상,2567
제주항,2024-03-31,관광,남성,61세이상,3838
기타공항,2024-03-31,관광,여성,20세 이하,696
기타항구,2024-03-31,관광,여성,20세 이하,613
김포,2024-03-31,관광,여성,20세 이하,7879
김해,2024-03-31,관광,여성,20세 이하,4718
부산,2024-03-31,관광,여성,20세 이하,1376
인천,2024-03-31,관광,여성,20세 이하,69
인천공항,2024-03-31,관광,여성,20세 이하,70529
제주공항,2024-03-31,관광,여성,20세 이하,3176
제주항,2024-03-31,관광,여성,20세 이하,88
기타공항,2024-03-31,관광,여성,21~30세,2238
기타항구,2024-03-31,관광,여성,21~30세,1144
김포,2024-03-31,관광,여성,21~30세,15155
김해,2024-03-31,관광,여성,21~30세,11279
부산,2024-03-31,관광,여성,21~30세,1490
인천,2024-03-31,관광,여성,21~30세,260
인천공항,2024-03-31,관광,여성,21~30세,175714
제주공항,2024-03-31,관광,여성,21~30세,26827
제주항,2024-03-31,관광,여성,21~30세,123
기타공항,2024-03-31,관광,여성,31~40세,1949
기타항구,2024-03-31,관광,여성,31~40세,2133
김포,2024-03-31,관광,여성,31~40세,10521
김해,2024-03-31,관광,여성,31~40세,10222
부산,2024-03-31,관광,여성,31~40세,949
인천,2024-03-31,관광,여성,31~40세,641
인천공항,2024-03-31,관광,여성,31~40세,109305
제주공항,2024-03-31,관광,여성,31~40세,15937
제주항,2024-03-31,관광,여성,31~40세,223
기타공항,2024-03-31,관광,여성,41~50세,1777
기타항구,2024-03-31,관광,여성,41~50세,2098
김포,2024-03-31,관광,여성,41~50세,8929
김해,2024-03-31,관광,여성,41~50세,9188
부산,2024-03-31,관광,여성,41~50세,1214
인천,2024-03-31,관광,여성,41~50세,1010
인천공항,2024-03-31,관광,여성,41~50세,73306
제주공항,2024-03-31,관광,여성,41~50세,5350
제주항,2024-03-31,관광,여성,41~50세,282
기타공항,2024-03-31,관광,여성,51~60세,1709
기타항구,2024-03-31,관광,여성,51~60세,8484
김포,2024-03-31,관광,여성,51~60세,7709
김해,2024-03-31,관광,여성,51~60세,9457
부산,2024-03-31,관광,여성,51~60세,1789
인천,2024-03-31,관광,여성,51~60세,5068
인천공항,2024-03-31,관광,여성,51~60세,58626
제주공항,2024-03-31,관광,여성,51~60세,5110
제주항,2024-03-31,관광,여성,51~60세,1105
기타공항,2024-03-31,관광,여성,61세이상,1798
기타항구,2024-03-31,관광,여성,61세이상,22372
김포,2024-03-31,관광,여성,61세이상,4517
김해,2024-03-31,관광,여성,61세이상,9013
부산,2024-03-31,관광,여성,61세이상,6918
인천,2024-03-31,관광,여성,61세이상,11268
인천공항,2024-03-31,관광,여성,61세이상,42039
제주공항,2024-03-31,관광,여성,61세이상,4026
제주항,2024-03-31,관광,여성,61세이상,4712
기타공항,2024-04-30,관광,남성,20세 이하,526
기타항구,2024-04-30,관광,남성,20세 이하,1319
김포,2024-04-30,관광,남성,20세 이하,1931
김해,2024-04-30,관광,남성,20세 이하,2934
부산,2024-04-30,관광,남성,20세 이하,910
인천,2024-04-30,관광,남성,20세 이하,58
인천공항,2024-04-30,관광,남성,20세 이하,28414
제주공항,2024-04-30,관광,남성,20세 이하,2875
제주항,2024-04-30,관광,남성,20세 이하,291
기타공항,2024-04-30,관광,남성,21~30세,750
기타항구,2024-04-30,관광,남성,21~30세,1157
김포,2024-04-30,관광,남성,21~30세,4812
김해,2024-04-30,관광,남성,21~30세,5687
부산,2024-04-30,관광,남성,21~30세,980
인천,2024-04-30,관광,남성,21~30세,169
인천공항,2024-04-30,관광,남성,21~30세,61102
제주공항,2024-04-30,관광,남성,21~30세,7497
제주항,2024-04-30,관광,남성,21~30세,224
기타공항,2024-04-30,관광,남성,31~40세,974
기타항구,2024-04-30,관광,남성,31~40세,2578
김포,2024-04-30,관광,남성,31~40세,7295
김해,2024-04-30,관광,남성,31~40세,8014
부산,2024-04-30,관광,남성,31~40세,1242
인천,2024-04-30,관광,남성,31~40세,420
인천공항,2024-04-30,관광,남성,31~40세,77776
제주공항,2024-04-30,관광,남성,31~40세,7087
제주항,2024-04-30,관광,남성,31~40세,490
기타공항,2024-04-30,관광,남성,41~50세,902
기타항구,2024-04-30,관광,남성,41~50세,2455
김포,2024-04-30,관광,남성,41~50세,7355
김해,2024-04-30,관광,남성,41~50세,6722
부산,2024-04-30,관광,남성,41~50세,1349
인천,2024-04-30,관광,남성,41~50세,827
인천공항,2024-04-30,관광,남성,41~50세,54665
제주공항,2024-04-30,관광,남성,41~50세,3284
제주항,2024-04-30,관광,남성,41~50세,606
기타공항,2024-04-30,관광,남성,51~60세,738
기타항구,2024-04-30,관광,남성,51~60세,3951
김포,2024-04-30,관광,남성,51~60세,6199
김해,2024-04-30,관광,남성,51~60세,5704
부산,2024-04-30,관광,남성,51~60세,2319
인천,2024-04-30,관광,남성,51~60세,1546
인천공항,2024-04-30,관광,남성,51~60세,41365
제주공항,2024-04-30,관광,남성,51~60세,2355
제주항,2024-04-30,관광,남성,51~60세,825
기타공항,2024-04-30,관광,남성,61세이상,758
기타항구,2024-04-30,관광,남성,61세이상,21363
김포,2024-04-30,관광,남성,61세이상,4471
김해,2024-04-30,관광,남성,61세이상,5822
부산,2024-04-30,관광,남성,61세이상,9706
인천,2024-04-30,관광,남성,61세이상,6376
인천공항,2024-04-30,관광,남성,61세이상,36446
제주공항,2024-04-30,관광,남성,61세이상,2702
제주항,2024-04-30,관광,남성,61세이상,4160
기타공항,2024-04-30,관광,여성,20세 이하,724
기타항구,2024-04-30,관광,여성,20세 이하,1307
김포,2024-04-30,관광,여성,20세 이하,3888
김해,2024-04-30,관광,여성,20세 이하,3549
부산,2024-04-30,관광,여성,20세 이하,988
인천,2024-04-30,관광,여성,20세 이하,66
인천공항,2024-04-30,관광,여성,20세 이하,46585
제주공항,2024-04-30,관광,여성,20세 이하,3824
제주항,2024-04-30,관광,여성,20세 이하,302
기타공항,2024-04-30,관광,여성,21~30세,1825
기타항구,2024-04-30,관광,여성,21~30세,1512
김포,2024-04-30,관광,여성,21~30세,13779
김해,2024-04-30,관광,여성,21~30세,10265
부산,2024-04-30,관광,여성,21~30세,1343
인천,2024-04-30,관광,여성,21~30세,260
인천공항,2024-04-30,관광,여성,21~30세,167261
제주공항,2024-04-30,관광,여성,21~30세,24398
제주항,2024-04-30,관광,여성,21~30세,306
기타공항,2024-04-30,관광,여성,31~40세,1737
기타항구,2024-04-30,관광,여성,31~40세,3614
김포,2024-04-30,관광,여성,31~40세,11996
김해,2024-04-30,관광,여성,31~40세,10706
부산,2024-04-30,관광,여성,31~40세,1515
인천,2024-04-30,관광,여성,31~40세,510
인천공항,2024-04-30,관광,여성,31~40세,125285
제주공항,2024-04-30,관광,여성,31~40세,15438
제주항,2024-04-30,관광,여성,31~40세,669
기타공항,2024-04-30,관광,여성,41~50세,1707
기타항구,2024-04-30,관광,여성,41~50세,3797
김포,2024-04-30,관광,여성,41~50세,8027
김해,2024-04-30,관광,여성,41~50세,8517
부산,2024-04-30,관광,여성,41~50세,1721
인천,2024-04-30,관광,여성,41~50세,825
인천공항,2024-04-30,관광,여성,41~50세,72641
제주공항,2024-04-30,관광,여성,41~50세,5873
제주항,2024-04-30,관광,여성,41~50세,872
기타공항,2024-04-30,관광,여성,51~60세,1314
기타항구,2024-04-30,관광,여성,51~60세,9679
김포,2024-04-30,관광,여성,51~60세,7107
김해,2024-04-30,관광,여성,51~60세,8133
부산,2024-04-30,관광,여성,51~60세,3424
인천,2024-04-30,관광,여성,51~60세,3141
인천공항,2024-04-30,관광,여성,51~60세,59828
제주공항,2024-04-30,관광,여성,51~60세,4876
제주항,2024-04-30,관광,여성,51~60세,1732
기타공항,2024-04-30,관광,여성,61세이상,1162
기타항구,2024-04-30,관광,여성,61세이상,24275
김포,2024-04-30,관광,여성,61세이상,5345
김해,2024-04-30,관광,여성,61세이상,7468
부산,2024-04-30,관광,여성,61세이상,11198
인천,2024-04-30,관광,여성,61세이상,6475
인천공항,2024-04-30,관광,여성,61세이상,49072
제주공항,2024-04-30,관광,여성,61세이상,3893
제주항,2024-04-30,관광,여성,61세이상,5131
기타공항,2024-05-31,관광,남성,20세 이하,466
기타항구,2024-05-31,관광,남성,20세 이하,1751
김포,2024-05-31,관광,남성,20세 이하,1603
김해,2024-05-31,관광,남성,20세 이하,3146
부산,2024-05-31,관광,남성,20세 이하,462
인천,2024-05-31,관광,남성,20세 이하,325
인천공항,2024-05-31,관광,남성,20세 이하,25974
제주공항,2024-05-31,관광,남성,20세 이하,2877
제주항,2024-05-31,관광,남성,20세 이하,280
기타공항,2024-05-31,관광,남성,21~30세,1000
기타항구,2024-05-31,관광,남성,21~30세,946
김포,2024-05-31,관광,남성,21~30세,4473
김해,2024-05-31,관광,남성,21~30세,6671
부산,2024-05-31,관광,남성,21~30세,919
인천,2024-05-31,관광,남성,21~30세,218
인천공항,2024-05-31,관광,남성,21~30세,63424
제주공항,2024-05-31,관광,남성,21~30세,8501
제주항,2024-05-31,관광,남성,21~30세,254
기타공항,2024-05-31,관광,남성,31~40세,988
기타항구,2024-05-31,관광,남성,31~40세,1950
김포,2024-05-31,관광,남성,31~40세,6791
김해,2024-05-31,관광,남성,31~40세,8325
부산,2024-05-31,관광,남성,31~40세,1043
인천,2024-05-31,관광,남성,31~40세,641
인천공항,2024-05-31,관광,남성,31~40세,70854
제주공항,2024-05-31,관광,남성,31~40세,7550
제주항,2024-05-31,관광,남성,31~40세,628
기타공항,2024-05-31,관광,남성,41~50세,897
기타항구,2024-05-31,관광,남성,41~50세,1999
김포,2024-05-31,관광,남성,41~50세,7026
김해,2024-05-31,관광,남성,41~50세,7067
부산,2024-05-31,관광,남성,41~50세,916
인천,2024-05-31,관광,남성,41~50세,1069
인천공항,2024-05-31,관광,남성,41~50세,49250
제주공항,2024-05-31,관광,남성,41~50세,3299
제주항,2024-05-31,관광,남성,41~50세,553
기타공항,2024-05-31,관광,남성,51~60세,741
기타항구,2024-05-31,관광,남성,51~60세,3534
김포,2024-05-31,관광,남성,51~60세,6014
김해,2024-05-31,관광,남성,51~60세,5927
부산,2024-05-31,관광,남성,51~60세,1303
인천,2024-05-31,관광,남성,51~60세,1502
인천공항,2024-05-31,관광,남성,51~60세,38627
제주공항,2024-05-31,관광,남성,51~60세,2606
제주항,2024-05-31,관광,남성,51~60세,775
기타공항,2024-05-31,관광,남성,61세이상,658
기타항구,2024-05-31,관광,남성,61세이상,21083
김포,2024-05-31,관광,남성,61세이상,4042
김해,2024-05-31,관광,남성,61세이상,5602
부산,2024-05-31,관광,남성,61세이상,5458
인천,2024-05-31,관광,남성,61세이상,3629
인천공항,2024-05-31,관광,남성,61세이상,31841
제주공항,2024-05-31,관광,남성,61세이상,2991
제주항,2024-05-31,관광,남성,61세이상,3417
기타공항,2024-05-31,관광,여성,20세 이하,587
기타항구,2024-05-31,관광,여성,20세 이하,1723
김포,2024-05-31,관광,여성,20세 이하,3076
김해,2024-05-31,관광,여성,20세 이하,4000
부산,2024-05-31,관광,여성,20세 이하,574
인천,2024-05-31,관광,여성,20세 이하,339
인천공항,2024-05-31,관광,여성,20세 이하,43389
제주공항,2024-05-31,관광,여성,20세 이하,4184
제주항,2024-05-31,관광,여성,20세 이하,324
기타공항,2024-05-31,관광,여성,21~30세,1985
기타항구,2024-05-31,관광,여성,21~30세,1328
김포,2024-05-31,관광,여성,21~30세,13532
김해,2024-05-31,관광,여성,21~30세,11898
부산,2024-05-31,관광,여성,21~30세,1254
인천,2024-05-31,관광,여성,21~30세,695
인천공항,2024-05-31,관광,여성,21~30세,166075
제주공항,2024-05-31,관광,여성,21~30세,30181
제주항,2024-05-31,관광,여성,21~30세,361
기타공항,2024-05-31,관광,여성,31~40세,1630
기타항구,2024-05-31,관광,여성,31~40세,2508
김포,2024-05-31,관광,여성,31~40세,11577
김해,2024-05-31,관광,여성,31~40세,10679
부산,2024-05-31,관광,여성,31~40세,1039
인천,2024-05-31,관광,여성,31~40세,1810
인천공항,2024-05-31,관광,여성,31~40세,113821
제주공항,2024-05-31,관광,여성,31~40세,16511
제주항,2024-05-31,관광,여성,31~40세,1002
기타공항,2024-05-31,관광,여성,41~50세,1429
기타항구,2024-05-31,관광,여성,41~50세,2745
김포,2024-05-31,관광,여성,41~50세,7887
김해,2024-05-31,관광,여성,41~50세,9016
부산,2024-05-31,관광,여성,41~50세,1092
인천,2024-05-31,관광,여성,41~50세,1743
인천공항,2024-05-31,관광,여성,41~50세,66528
제주공항,2024-05-31,관광,여성,41~50세,5832
제주항,2024-05-31,관광,여성,41~50세,1160
기타공항,2024-05-31,관광,여성,51~60세,1085
기타항구,2024-05-31,관광,여성,51~60세,7858
김포,2024-05-31,관광,여성,51~60세,7724
김해,2024-05-31,관광,여성,51~60세,8439
부산,2024-05-31,관광,여성,51~60세,1910
인천,2024-05-31,관광,여성,51~60세,2935
인천공항,2024-05-31,관광,여성,51~60세,58695
제주공항,2024-05-31,관광,여성,51~60세,5456
제주항,2024-05-31,관광,여성,51~60세,2113
기타공항,2024-05-31,관광,여성,61세이상,1016
기타항구,2024-05-31,관광,여성,61세이상,25844
김포,2024-05-31,관광,여성,61세이상,5572
김해,2024-05-31,관광,여성,61세이상,7235
부산,2024-05-31,관광,여성,61세이상,6972
인천,2024-05-31,관광,여성,61세이상,3607
인천공항,2024-05-31,관광,여성,61세이상,42806
제주공항,2024-05-31,관광,여성,61세이상,4069
제주항,2024-05-31,관광,여성,61세이상,5087
기타공항,2024-06-30,관광,남성,20세 이하,1160
기타항구,2024-06-30,관광,남성,20세 이하,1830
김포,2024-06-30,관광,남성,20세 이하,2582
김해,2024-06-30,관광,남성,20세 이하,5036
부산,2024-06-30,관광,남성,20세 이하,915
인천,2024-06-30,관광,남성,20세 이하,85
인천공항,2024-06-30,관광,남성,20세 이하,45425
제주공항,2024-06-30,관광,남성,20세 이하,4943
제주항,2024-06-30,관광,남성,20세 이하,679
기타공항,2024-06-30,관광,남성,21~30세,975
기타항구,2024-06-30,관광,남성,21~30세,1243
김포,2024-06-30,관광,남성,21~30세,4898
김해,2024-06-30,관광,남성,21~30세,6160
부산,2024-06-30,관광,남성,21~30세,905
인천,2024-06-30,관광,남성,21~30세,102
인천공항,2024-06-30,관광,남성,21~30세,60014
제주공항,2024-06-30,관광,남성,21~30세,8225
제주항,2024-06-30,관광,남성,21~30세,290
기타공항,2024-06-30,관광,남성,31~40세,977
기타항구,2024-06-30,관광,남성,31~40세,2258
김포,2024-06-30,관광,남성,31~40세,6715
김해,2024-06-30,관광,남성,31~40세,7570
부산,2024-06-30,관광,남성,31~40세,857
인천,2024-06-30,관광,남성,31~40세,235
인천공항,2024-06-30,관광,남성,31~40세,62004
제주공항,2024-06-30,관광,남성,31~40세,7482
제주항,2024-06-30,관광,남성,31~40세,452
기타공항,2024-06-30,관광,남성,41~50세,1128
기타항구,2024-06-30,관광,남성,41~50세,2509
김포,2024-06-30,관광,남성,41~50세,7474
김해,2024-06-30,관광,남성,41~50세,7674
부산,2024-06-30,관광,남성,41~50세,887
인천,2024-06-30,관광,남성,41~50세,556
인천공항,2024-06-30,관광,남성,41~50세,53163
제주공항,2024-06-30,관광,남성,41~50세,3980
제주항,2024-06-30,관광,남성,41~50세,501
기타공항,2024-06-30,관광,남성,51~60세,767
기타항구,2024-06-30,관광,남성,51~60세,3902
김포,2024-06-30,관광,남성,51~60세,6149
김해,2024-06-30,관광,남성,51~60세,5918
부산,2024-06-30,관광,남성,51~60세,1155
인천,2024-06-30,관광,남성,51~60세,746
인천공항,2024-06-30,관광,남성,51~60세,38749
제주공항,2024-06-30,관광,남성,51~60세,2648
제주항,2024-06-30,관광,남성,51~60세,852
