교통수단별,기준연월,목적,성별,연령,인원수
김포,2024-02-29,유학연수,남성,21~30세,746
김해,2024-02-29,유학연수,남성,21~30세,1410
부산,2024-02-29,유학연수,남성,21~30세,25
인천,2024-02-29,유학연수,남성,21~30세,22
인천공항,2024-02-29,유학연수,남성,21~30세,17982
제주공항,2024-02-29,유학연수,남성,21~30세,158
기타공항,2024-02-29,공용,남성,31~40세,16
기타항구,2024-02-29,공용,남성,31~40세,1
김포,2024-02-29,공용,남성,31~40세,26
김해,2024-02-29,공용,남성,31~40세,22
부산,2024-02-29,공용,남성,31~40세,0
인천공항,2024-02-29,공용,남성,31~40세,431
제주공항,2024-02-29,공용,남성,31~40세,0
기타공항,2024-02-29,관광,남성,31~40세,774
기타항구,2024-02-29,관광,남성,31~40세,1724
김포,2024-02-29,관광,남성,31~40세,5029
김해,2024-02-29,관광,남성,31~40세,5045
부산,2024-02-29,관광,남성,31~40세,287
인천,2024-02-29,관광,남성,31~40세,291
인천공항,2024-02-29,관광,남성,31~40세,48198
제주공항,2024-02-29,관광,남성,31~40세,6327
제주항,2024-02-29,관광,남성,31~40세,161
기타공항,2024-02-29,기타,남성,31~40세,132
기타항구,2024-02-29,기타,남성,31~40세,35
김포,2024-02-29,기타,남성,31~40세,411
김해,2024-02-29,기타,남성,31~40세,2006
부산,2024-02-29,기타,남성,31~40세,12
인천,2024-02-29,기타,남성,31~40세,12
인천공항,2024-02-29,기타,남성,31~40세,18712
제주공항,2024-02-29,기타,남성,31~40세,133
기타공항,2024-02-29,상용,남성,31~40세,27
기타항구,2024-02-29,상용,남성,31~40세,7
김포,2024-02-29,상용,남성,31~40세,181
김해,2024-02-29,상용,남성,31~40세,185
부산,2024-02-29,상용,남성,31~40세,4
인천공항,2024-02-29,상용,남성,31~40세,2046
제주공항,2024-02-29,상용,남성,31~40세,20
기타공항,2024-02-29,유학연수,남성,31~40세,31
기타항구,2024-02-29,유학연수,남성,31~40세,1
김포,2024-02-29,유학연수,남성,31~40세,73
김해,2024-02-29,유학연수,남성,31~40세,174
인천,2024-02-29,유학연수,남성,31~40세,4
인천공항,2024-02-29,유학연수,남성,31~40세,1844
제주공항,2024-02-29,유학연수,남성,31~40세,20
기타공항,2024-02-29,공용,남성,41~50세,21
기타항구,2024-02-29,공용,남성,41~50세,2
김포,2024-02-29,공용,남성,41~50세,41
김해,2024-02-29,공용,남성,41~50세,21
부산,2024-02-29,공용,남성,41~50세,1
인천공항,2024-02-29,공용,남성,41~50세,465
제주공항,2024-02-29,공용,남성,41~50세,0
기타공항,2024-02-29,관광,남성,41~50세,912
기타항구,2024-02-29,관광,남성,41~50세,1724
김포,2024-02-29,관광,남성,41~50세,5203
김해,2024-02-29,관광,남성,41~50세,4883
부산,2024-02-29,관광,남성,41~50세,278
인천,2024-02-29,관광,남성,41~50세,465
인천공항,2024-02-29,관광,남성,41~50세,36584
제주공항,2024-02-29,관광,남성,41~50세,3096
제주항,2024-02-29,관광,남성,41~50세,171
기타공항,2024-02-29,기타,남성,41~50세,72
기타항구,2024-02-29,기타,남성,41~50세,36
김포,2024-02-29,기타,남성,41~50세,399
김해,2024-02-29,기타,남성,41~50세,645
부산,2024-02-29,기타,남성,41~50세,13
인천,2024-02-29,기타,남성,41~50세,19
인천공항,2024-02-29,기타,남성,41~50세,10141
제주공항,2024-02-29,기타,남성,41~50세,92
기타공항,2024-02-29,상용,남성,41~50세,31
기타항구,2024-02-29,상용,남성,41~50세,8
김포,2024-02-29,상용,남성,41~50세,235
김해,2024-02-29,상용,남성,41~50세,184
부산,2024-02-29,상용,남성,41~50세,2
인천,2024-02-29,상용,남성,41~50세,2
인천공항,2024-02-29,상용,남성,41~50세,1879
제주공항,2024-02-29,상용,남성,41~50세,16
기타공항,2024-02-29,유학연수,남성,41~50세,3
기타항구,2024-02-29,유학연수,남성,41~50세,1
김포,2024-02-29,유학연수,남성,41~50세,12
김해,2024-02-29,유학연수,남성,41~50세,23
부산,2024-02-29,유학연수,남성,41~50세,1
인천,2024-02-29,유학연수,남성,41~50세,1
인천공항,2024-02-29,유학연수,남성,41~50세,209
제주공항,2024-02-29,유학연수,남성,41~50세,4
기타공항,2024-02-29,공용,남성,51~60세,41
기타항구,2024-02-29,공용,남성,51~60세,2
김포,2024-02-29,공용,남성,51~60세,20
김해,2024-02-29,공용,남성,51~60세,28
부산,2024-02-29,공용,남성,51~60세,1
인천,2024-02-29,공용,남성,51~60세,1
인천공항,2024-02-29,공용,남성,51~60세,409
기타공항,2024-02-29,관광,남성,51~60세,618
기타항구,2024-02-29,관광,남성,51~60세,1465
김포,2024-02-29,관광,남성,51~60세,4394
김해,2024-02-29,관광,남성,51~60세,4030
부산,2024-02-29,관광,남성,51~60세,344
인천,2024-02-29,관광,남성,51~60세,653
인천공항,2024-02-29,관광,남성,51~60세,26449
제주공항,2024-02-29,관광,남성,51~60세,1846
제주항,2024-02-29,관광,남성,51~60세,136
기타공항,2024-02-29,기타,남성,51~60세,89
기타항구,2024-02-29,기타,남성,51~60세,17
김포,2024-02-29,기타,남성,51~60세,381
김해,2024-02-29,기타,남성,51~60세,359
부산,2024-02-29,기타,남성,51~60세,10
인천,2024-02-29,기타,남성,51~60세,21
인천공항,2024-02-29,기타,남성,51~60세,8750
제주공항,2024-02-29,기타,남성,51~60세,46
기타공항,2024-02-29,상용,남성,51~60세,18
기타항구,2024-02-29,상용,남성,51~60세,6
김포,2024-02-29,상용,남성,51~60세,246
김해,2024-02-29,상용,남성,51~60세,112
부산,2024-02-29,상용,남성,51~60세,11
인천,2024-02-29,상용,남성,51~60세,1
인천공항,2024-02-29,상용,남성,51~60세,1049
제주공항,2024-02-29,상용,남성,51~60세,17
김포,2024-02-29,유학연수,남성,51~60세,2
김해,2024-02-29,유학연수,남성,51~60세,3
인천공항,2024-02-29,유학연수,남성,51~60세,13
기타공항,2024-02-29,공용,남성,61세이상,7
기타항구,2024-02-29,공용,남성,61세이상,1
김포,2024-02-29,공용,남성,61세이상,9
김해,2024-02-29,공용,남성,61세이상,12
부산,2024-02-29,공용,남성,61세이상,0
인천공항,2024-02-29,공용,남성,61세이상,183
제주공항,2024-02-29,공용,남성,61세이상,0
기타공항,2024-02-29,관광,남성,61세이상,412
기타항구,2024-02-29,관광,남성,61세이상,5154
김포,2024-02-29,관광,남성,61세이상,2635
김해,2024-02-29,관광,남성,61세이상,3137
부산,2024-02-29,관광,남성,61세이상,1255
인천,2024-02-29,관광,남성,61세이상,1725
인천공항,2024-02-29,관광,남성,61세이상,17045
제주공항,2024-02-29,관광,남성,61세이상,1747
제주항,2024-02-29,관광,남성,61세이상,593
기타공항,2024-02-29,기타,남성,61세이상,88
기타항구,2024-02-29,기타,남성,61세이상,32
김포,2024-02-29,기타,남성,61세이상,285
김해,2024-02-29,기타,남성,61세이상,222
부산,2024-02-29,기타,남성,61세이상,16
인천,2024-02-29,기타,남성,61세이상,38
인천공항,2024-02-29,기타,남성,61세이상,6378
제주공항,2024-02-29,기타,남성,61세이상,35
기타공항,2024-02-29,상용,남성,61세이상,5
기타항구,2024-02-29,상용,남성,61세이상,2
김포,2024-02-29,상용,남성,61세이상,57
김해,2024-02-29,상용,남성,61세이상,42
부산,2024-02-29,상용,남성,61세이상,1
인천,2024-02-29,상용,남성,61세이상,1
인천공항,2024-02-29,상용,남성,61세이상,248
제주공항,2024-02-29,상용,남성,61세이상,3
김해,2024-02-29,유학연수,남성,61세이상,1
부산,2024-02-29,유학연수,남성,61세이상,1
인천공항,2024-02-29,유학연수,남성,61세이상,1
기타공항,2024-02-29,공용,여성,20세 이하,25
김포,2024-02-29,공용,여성,20세 이하,4
김해,2024-02-29,공용,여성,20세 이하,13
인천공항,2024-02-29,공용,여성,20세 이하,257
기타공항,2024-02-29,관광,여성,20세 이하,1070
기타항구,2024-02-29,관광,여성,20세 이하,2179
김포,2024-02-29,관광,여성,20세 이하,4010
김해,2024-02-29,관광,여성,20세 이하,3530
부산,2024-02-29,관광,여성,20세 이하,253
인천,2024-02-29,관광,여성,20세 이하,438
인천공항,2024-02-29,관광,여성,20세 이하,42314
제주공항,2024-02-29,관광,여성,20세 이하,5931
제주항,2024-02-29,관광,여성,20세 이하,310
기타공항,2024-02-29,기타,여성,20세 이하,12
기타항구,2024-02-29,기타,여성,20세 이하,9
김포,2024-02-29,기타,여성,20세 이하,109
김해,2024-02-29,기타,여성,20세 이하,101
부산,2024-02-29,기타,여성,20세 이하,4
인천,2024-02-29,기타,여성,20세 이하,2
인천공항,2024-02-29,기타,여성,20세 이하,1714
제주공항,2024-02-29,기타,여성,20세 이하,12
김포,2024-02-29,상용,여성,20세 이하,1
인천공항,2024-02-29,상용,여성,20세 이하,1
기타공항,2024-02-29,유학연수,여성,20세 이하,82
기타항구,2024-02-29,유학연수,여성,20세 이하,2
김포,2024-02-29,유학연수,여성,20세 이하,311
김해,2024-02-29,유학연수,여성,20세 이하,619
부산,2024-02-29,유학연수,여성,20세 이하,6
인천공항,2024-02-29,유학연수,여성,20세 이하,4632
제주공항,2024-02-29,유학연수,여성,20세 이하,21
기타공항,2024-02-29,공용,여성,21~30세,13
김포,2024-02-29,공용,여성,21~30세,10
김해,2024-02-29,공용,여성,21~30세,7
인천공항,2024-02-29,공용,여성,21~30세,201
제주공항,2024-02-29,공용,여성,21~30세,0
기타공항,2024-02-29,관광,여성,21~30세,1430
기타항구,2024-02-29,관광,여성,21~30세,850
김포,2024-02-29,관광,여성,21~30세,12083
김해,2024-02-29,관광,여성,21~30세,7843
부산,2024-02-29,관광,여성,21~30세,591
인천,2024-02-29,관광,여성,21~30세,191
인천공항,2024-02-29,관광,여성,21~30세,110511
제주공항,2024-02-29,관광,여성,21~30세,19541
제주항,2024-02-29,관광,여성,21~30세,111
기타공항,2024-02-29,기타,여성,21~30세,85
기타항구,2024-02-29,기타,여성,21~30세,9
김포,2024-02-29,기타,여성,21~30세,415
김해,2024-02-29,기타,여성,21~30세,526
부산,2024-02-29,기타,여성,21~30세,18
인천,2024-02-29,기타,여성,21~30세,6
인천공항,2024-02-29,기타,여성,21~30세,8009
제주공항,2024-02-29,기타,여성,21~30세,73
김포,2024-02-29,상용,여성,21~30세,15
김해,2024-02-29,상용,여성,21~30세,7
부산,2024-02-29,상용,여성,21~30세,1
인천공항,2024-02-29,상용,여성,21~30세,234
제주공항,2024-02-29,상용,여성,21~30세,1
기타공항,2024-02-29,유학연수,여성,21~30세,393
기타항구,2024-02-29,유학연수,여성,21~30세,6
김포,2024-02-29,유학연수,여성,21~30세,1941
김해,2024-02-29,유학연수,여성,21~30세,2135
부산,2024-02-29,유학연수,여성,21~30세,51
인천,2024-02-29,유학연수,여성,21~30세,15
인천공항,2024-02-29,유학연수,여성,21~30세,30814
제주공항,2024-02-29,유학연수,여성,21~30세,181
기타공항,2024-02-29,공용,여성,31~40세,28
김포,2024-02-29,공용,여성,31~40세,18
김해,2024-02-29,공용,여성,31~40세,31
인천공항,2024-02-29,공용,여성,31~40세,381
기타공항,2024-02-29,관광,여성,31~40세,1283
기타항구,2024-02-29,관광,여성,31~40세,2225
김포,2024-02-29,관광,여성,31~40세,7799
김해,2024-02-29,관광,여성,31~40세,6312
부산,2024-02-29,관광,여성,31~40세,283
인천,2024-02-29,관광,여성,31~40세,338
인천공항,2024-02-29,관광,여성,31~40세,70469
제주공항,2024-02-29,관광,여성,31~40세,11523
제주항,2024-02-29,관광,여성,31~40세,297
기타공항,2024-02-29,기타,여성,31~40세,65
기타항구,2024-02-29,기타,여성,31~40세,16
김포,2024-02-29,기타,여성,31~40세,455
김해,2024-02-29,기타,여성,31~40세,476
부산,2024-02-29,기타,여성,31~40세,11
인천,2024-02-29,기타,여성,31~40세,6
인천공항,2024-02-29,기타,여성,31~40세,7847
제주공항,2024-02-29,기타,여성,31~40세,128
기타공항,2024-02-29,상용,여성,31~40세,7
기타항구,2024-02-29,상용,여성,31~40세,1
김포,2024-02-29,상용,여성,31~40세,37
김해,2024-02-29,상용,여성,31~40세,21
인천공항,2024-02-29,상용,여성,31~40세,467
제주공항,2024-02-29,상용,여성,31~40세,7
기타공항,2024-02-29,유학연수,여성,31~40세,42
기타항구,2024-02-29,유학연수,여성,31~40세,1
김포,2024-02-29,유학연수,여성,31~40세,151
김해,2024-02-29,유학연수,여성,31~40세,208
부산,2024-02-29,유학연수,여성,31~40세,2
인천,2024-02-29,유학연수,여성,31~40세,1
인천공항,2024-02-29,유학연수,여성,31~40세,2365
제주공항,2024-02-29,유학연수,여성,31~40세,22
기타공항,2024-02-29,공용,여성,41~50세,13
김포,2024-02-29,공용,여성,41~50세,19
김해,2024-02-29,공용,여성,41~50세,16
부산,2024-02-29,공용,여성,41~50세,1
인천공항,2024-02-29,공용,여성,41~50세,339
기타공항,2024-02-29,관광,여성,41~50세,1468
기타항구,2024-02-29,관광,여성,41~50세,1982
김포,2024-02-29,관광,여성,41~50세,6002
김해,2024-02-29,관광,여성,41~50세,5625
부산,2024-02-29,관광,여성,41~50세,310
인천,2024-02-29,관광,여성,41~50세,432
인천공항,2024-02-29,관광,여성,41~50세,47198
제주공항,2024-02-29,관광,여성,41~50세,4807
제주항,2024-02-29,관광,여성,41~50세,273
기타공항,2024-02-29,기타,여성,41~50세,43
기타항구,2024-02-29,기타,여성,41~50세,13
김포,2024-02-29,기타,여성,41~50세,268
김해,2024-02-29,기타,여성,41~50세,239
부산,2024-02-29,기타,여성,41~50세,9
인천,2024-02-29,기타,여성,41~50세,11
인천공항,2024-02-29,기타,여성,41~50세,4681
제주공항,2024-02-29,기타,여성,41~50세,112
기타공항,2024-02-29,상용,여성,41~50세,1
기타항구,2024-02-29,상용,여성,41~50세,1
김포,2024-02-29,상용,여성,41~50세,38
김해,2024-02-29,상용,여성,41~50세,30
인천공항,2024-02-29,상용,여성,41~50세,394
제주공항,2024-02-29,상용,여성,41~50세,3
기타공항,2024-02-29,유학연수,여성,41~50세,6
김포,2024-02-29,유학연수,여성,41~50세,26
김해,2024-02-29,유학연수,여성,41~50세,29
부산,2024-02-29,유학연수,여성,41~50세,1
인천공항,2024-02-29,유학연수,여성,41~50세,264
제주공항,2024-02-29,유학연수,여성,41~50세,3
기타공항,2024-02-29,공용,여성,51~60세,16
기타항구,2024-02-29,공용,여성,51~60세,1
김포,2024-02-29,공용,여성,51~60세,6
김해,2024-02-29,공용,여성,51~60세,18
부산,2024-02-29,공용,여성,51~60세,1
인천공항,2024-02-29,공용,여성,51~60세,209
기타공항,2024-02-29,관광,여성,51~60세,905
기타항구,2024-02-29,관광,여성,51~60세,2418
김포,2024-02-29,관광,여성,51~60세,5456
김해,2024-02-29,관광,여성,51~60세,4557
부산,2024-02-29,관광,여성,51~60세,439
인천,2024-02-29,관광,여성,51~60세,894
인천공항,2024-02-29,관광,여성,51~60세,35189
제주공항,2024-02-29,관광,여성,51~60세,3344
제주항,2024-02-29,관광,여성,51~60세,330
기타공항,2024-02-29,기타,여성,51~60세,82
기타항구,2024-02-29,기타,여성,51~60세,18
김포,2024-02-29,기타,여성,51~60세,273
김해,2024-02-29,기타,여성,51~60세,225
부산,2024-02-29,기타,여성,51~60세,11
인천,2024-02-29,기타,여성,51~60세,18
인천공항,2024-02-29,기타,여성,51~60세,5842
제주공항,2024-02-29,기타,여성,51~60세,41
기타공항,2024-02-29,상용,여성,51~60세,1
기타항구,2024-02-29,상용,여성,51~60세,1
김포,2024-02-29,상용,여성,51~60세,13
김해,2024-02-29,상용,여성,51~60세,7
인천공항,2024-02-29,상용,여성,51~60세,144
제주공항,2024-02-29,상용,여성,51~60세,3
기타공항,2024-02-29,유학연수,여성,51~60세,1
기타항구,2024-02-29,유학연수,여성,51~60세,0
김포,2024-02-29,유학연수,여성,51~60세,5
김해,2024-02-29,유학연수,여성,51~60세,1
부산,2024-02-29,유학연수,여성,51~60세,1
인천공항,2024-02-29,유학연수,여성,51~60세,19
기타공항,2024-02-29,공용,여성,61세이상,3
김포,2024-02-29,공용,여성,61세이상,2
김해,2024-02-29,공용,여성,61세이상,4
인천공항,2024-02-29,공용,여성,61세이상,69
기타공항,2024-02-29,관광,여성,61세이상,574
기타항구,2024-02-29,관광,여성,61세이상,5321
김포,2024-02-29,관광,여성,61세이상,2753
김해,2024-02-29,관광,여성,61세이상,3183
부산,2024-02-29,관광,여성,61세이상,1283
인천,2024-02-29,관광,여성,61세이상,1357
인천공항,2024-02-29,관광,여성,61세이상,20281
제주공항,2024-02-29,관광,여성,61세이상,2315
제주항,2024-02-29,관광,여성,61세이상,893
기타공항,2024-02-29,기타,여성,61세이상,82
기타항구,2024-02-29,기타,여성,61세이상,23
김포,2024-02-29,기타,여성,61세이상,340
김해,2024-02-29,기타,여성,61세이상,262
부산,2024-02-29,기타,여성,61세이상,19
인천,2024-02-29,기타,여성,61세이상,12
인천공항,2024-02-29,기타,여성,61세이상,6473
제주공항,2024-02-29,기타,여성,61세이상,42
김포,2024-02-29,상용,여성,61세이상,1
김해,2024-02-29,상용,여성,61세이상,2
인천공항,2024-02-29,상용,여성,61세이상,39
제주공항,2024-02-29,상용,여성,61세이상,1
김해,2024-02-29,유학연수,여성,61세이상,2
인천공항,2024-02-29,유학연수,여성,61세이상,4
기타공항,2024-03-31,공용,남성,20세 이하,58
기타항구,2024-03-31,공용,남성,20세 이하,0
김포,2024-03-31,공용,남성,20세 이하,17
김해,2024-03-31,공용,남성,20세 이하,26
부산,2024-03-31,공용,남성,20세 이하,1
인천공항,2024-03-31,공용,남성,20세 이하,650
기타공항,2024-03-31,관광,남성,20세 이하,506
기타항구,2024-03-31,관광,남성,20세 이하,692
김포,2024-03-31,관광,남성,20세 이하,2841
김해,2024-03-31,관광,남성,20세 이하,3242
부산,2024-03-31,관광,남성,20세 이하,1102
인천,2024-03-31,관광,남성,20세 이하,51
인천공항,2024-03-31,관광,남성,20세 이하,34232
제주공항,2024-03-31,관광,남성,20세 이하,2191
제주항,2024-03-31,관광,남성,20세 이하,93
기타공항,2024-03-31,기타,남성,20세 이하,13
기타항구,2024-03-31,기타,남성,20세 이하,13
김포,2024-03-31,기타,남성,20세 이하,111
김해,2024-03-31,기타,남성,20세 이하,110
부산,2024-03-31,기타,남성,20세 이하,3
인천,2024-03-31,기타,남성,20세 이하,8
인천공항,2024-03-31,기타,남성,20세 이하,1542
제주공항,2024-03-31,기타,남성,20세 이하,20
김포,2024-03-31,상용,남성,20세 이하,5
김해,2024-03-31,상용,남성,20세 이하,1
인천공항,2024-03-31,상용,남성,20세 이하,30
기타공항,2024-03-31,유학연수,남성,20세 이하,24
기타항구,2024-03-31,유학연수,남성,20세 이하,1
김포,2024-03-31,유학연수,남성,20세 이하,95
김해,2024-03-31,유학연수,남성,20세 이하,566
부산,2024-03-31,유학연수,남성,20세 이하,2
인천,2024-03-31,유학연수,남성,20세 이하,2
인천공항,2024-03-31,유학연수,남성,20세 이하,3660
제주공항,2024-03-31,유학연수,남성,20세 이하,34
기타공항,2024-03-31,공용,남성,21~30세,6
기타항구,2024-03-31,공용,남성,21~30세,3
김포,2024-03-31,공용,남성,21~30세,7
김해,2024-03-31,공용,남성,21~30세,14
부산,2024-03-31,공용,남성,21~30세,2
인천공항,2024-03-31,공용,남성,21~30세,124
기타공항,2024-03-31,관광,남성,21~30세,981
기타항구,2024-03-31,관광,남성,21~30세,943
김포,2024-03-31,관광,남성,21~30세,4576
김해,2024-03-31,관광,남성,21~30세,5552
부산,2024-03-31,관광,남성,21~30세,1125
인천,2024-03-31,관광,남성,21~30세,162
인천공항,2024-03-31,관광,남성,21~30세,63149
제주공항,2024-03-31,관광,남성,21~30세,8187
제주항,2024-03-31,관광,남성,21~30세,72
기타공항,2024-03-31,기타,남성,21~30세,83
기타항구,2024-03-31,기타,남성,21~30세,13
김포,2024-03-31,기타,남성,21~30세,231
김해,2024-03-31,기타,남성,21~30세,841
부산,2024-03-31,기타,남성,21~30세,4
인천공항,2024-03-31,기타,남성,21~30세,10814
제주공항,2024-03-31,기타,남성,21~30세,72
기타공항,2024-03-31,상용,남성,21~30세,15
기타항구,2024-03-31,상용,남성,21~30세,2
김포,2024-03-31,상용,남성,21~30세,41
김해,2024-03-31,상용,남성,21~30세,57
부산,2024-03-31,상용,남성,21~30세,1
인천,2024-03-31,상용,남성,21~30세,1
인천공항,2024-03-31,상용,남성,21~30세,960
제주공항,2024-03-31,상용,남성,21~30세,12
기타공항,2024-03-31,유학연수,남성,21~30세,200
기타항구,2024-03-31,유학연수,남성,21~30세,5
김포,2024-03-31,유학연수,남성,21~30세,520
김해,2024-03-31,유학연수,남성,21~30세,890
부산,2024-03-31,유학연수,남성,21~30세,2
인천,2024-03-31,유학연수,남성,21~30세,23
인천공항,2024-03-31,유학연수,남성,21~30세,12098
제주공항,2024-03-31,유학연수,남성,21~30세,130
기타공항,2024-03-31,공용,남성,31~40세,21
기타항구,2024-03-31,공용,남성,31~40세,3
김포,2024-03-31,공용,남성,31~40세,21
김해,2024-03-31,공용,남성,31~40세,29
부산,2024-03-31,공용,남성,31~40세,1
인천공항,2024-03-31,공용,남성,31~40세,559
제주공항,2024-03-31,공용,남성,31~40세,1
기타공항,2024-03-31,관광,남성,31~40세,952
기타항구,2024-03-31,관광,남성,31~40세,1563
김포,2024-03-31,관광,남성,31~40세,6326
김해,2024-03-31,관광,남성,31~40세,7237
부산,2024-03-31,관광,남성,31~40세,793
인천,2024-03-31,관광,남성,31~40세,505
인천공항,2024-03-31,관광,남성,31~40세,66977
제주공항,2024-03-31,관광,남성,31~40세,7062
제주항,2024-03-31,관광,남성,31~40세,168
기타공항,2024-03-31,기타,남성,31~40세,207
기타항구,2024-03-31,기타,남성,31~40세,57
김포,2024-03-31,기타,남성,31~40세,447
김해,2024-03-31,기타,남성,31~40세,1578
부산,2024-03-31,기타,남성,31~40세,8
인천,2024-03-31,기타,남성,31~40세,16
인천공항,2024-03-31,기타,남성,31~40세,17226
제주공항,2024-03-31,기타,남성,31~40세,116
기타공항,2024-03-31,상용,남성,31~40세,39
기타항구,2024-03-31,상용,남성,31~40세,9
김포,2024-03-31,상용,남성,31~40세,225
김해,2024-03-31,상용,남성,31~40세,220
부산,2024-03-31,상용,남성,31~40세,3
인천,2024-03-31,상용,남성,31~40세,3
인천공항,2024-03-31,상용,남성,31~40세,2540
제주공항,2024-03-31,상용,남성,31~40세,28
기타공항,2024-03-31,유학연수,남성,31~40세,38
기타항구,2024-03-31,유학연수,남성,31~40세,2
김포,2024-03-31,유학연수,남성,31~40세,71
김해,2024-03-31,유학연수,남성,31~40세,156
인천,2024-03-31,유학연수,남성,31~40세,4
인천공항,2024-03-31,유학연수,남성,31~40세,1684
제주공항,2024-03-31,유학연수,남성,31~40세,25
기타공항,2024-03-31,공용,남성,41~50세,27
기타항구,2024-03-31,공용,남성,41~50세,1
김포,2024-03-31,공용,남성,41~50세,49
김해,2024-03-31,공용,남성,41~50세,43
부산,2024-03-31,공용,남성,41~50세,3
인천공항,2024-03-31,공용,남성,41~50세,841
제주공항,2024-03-31,공용,남성,41~50세,2
기타공항,2024-03-31,관광,남성,41~50세,898
기타항구,2024-03-31,관광,남성,41~50세,1444
김포,2024-03-31,관광,남성,41~50세,7046
김해,2024-03-31,관광,남성,41~50세,6369
부산,2024-03-31,관광,남성,41~50세,774
인천,2024-03-31,관광,남성,41~50세,818
인천공항,2024-03-31,관광,남성,41~50세,51034
제주공항,2024-03-31,관광,남성,41~50세,2925
제주항,2024-03-31,관광,남성,41~50세,155
기타공항,2024-03-31,기타,남성,41~50세,117
기타항구,2024-03-31,기타,남성,41~50세,53
김포,2024-03-31,기타,남성,41~50세,423
김해,2024-03-31,기타,남성,41~50세,665
부산,2024-03-31,기타,남성,41~50세,7
인천,2024-03-31,기타,남성,41~50세,23
인천공항,2024-03-31,기타,남성,41~50세,9391
제주공항,2024-03-31,기타,남성,41~50세,74
기타공항,2024-03-31,상용,남성,41~50세,26
기타항구,2024-03-31,상용,남성,41~50세,4
김포,2024-03-31,상용,남성,41~50세,289
김해,2024-03-31,상용,남성,41~50세,253
부산,2024-03-31,상용,남성,41~50세,4
인천,2024-03-31,상용,남성,41~50세,1
인천공항,2024-03-31,상용,남성,41~50세,2387
제주공항,2024-03-31,상용,남성,41~50세,27
기타공항,2024-03-31,유학연수,남성,41~50세,11
김포,2024-03-31,유학연수,남성,41~50세,22
김해,2024-03-31,유학연수,남성,41~50세,52
인천,2024-03-31,유학연수,남성,41~50세,1
인천공항,2024-03-31,유학연수,남성,41~50세,367
제주공항,2024-03-31,유학연수,남성,41~50세,6
기타공항,2024-03-31,공용,남성,51~60세,15
기타항구,2024-03-31,공용,남성,51~60세,4
김포,2024-03-31,공용,남성,51~60세,31
김해,2024-03-31,공용,남성,51~60세,26
부산,2024-03-31,공용,남성,51~60세,1
인천공항,2024-03-31,공용,남성,51~60세,572
기타공항,2024-03-31,관광,남성,51~60세,829
기타항구,2024-03-31,관광,남성,51~60세,3091
김포,2024-03-31,관광,남성,51~60세,6173
김해,2024-03-31,관광,남성,51~60세,5645
부산,2024-03-31,관광,남성,51~60세,1092
인천,2024-03-31,관광,남성,51~60세,1935
인천공항,2024-03-31,관광,남성,51~60세,38817
제주공항,2024-03-31,관광,남성,51~60세,2202
제주항,2024-03-31,관광,남성,51~60세,402
기타공항,2024-03-31,기타,남성,51~60세,103
기타항구,2024-03-31,기타,남성,51~60세,30
김포,2024-03-31,기타,남성,51~60세,356
김해,2024-03-31,기타,남성,51~60세,351
부산,2024-03-31,기타,남성,51~60세,5
인천,2024-03-31,기타,남성,51~60세,30
인천공항,2024-03-31,기타,남성,51~60세,7791
제주공항,2024-03-31,기타,남성,51~60세,45
기타공항,2024-03-31,상용,남성,51~60세,23
기타항구,2024-03-31,상용,남성,51~60세,8
김포,2024-03-31,상용,남성,51~60세,268
김해,2024-03-31,상용,남성,51~60세,136
부산,2024-03-31,상용,남성,51~60세,7
인천,2024-03-31,상용,남성,51~60세,1
인천공항,2024-03-31,상용,남성,51~60세,1212
제주공항,2024-03-31,상용,남성,51~60세,15
기타공항,2024-03-31,유학연수,남성,51~60세,2
김포,2024-03-31,유학연수,남성,51~60세,4
김해,2024-03-31,유학연수,남성,51~60세,2
인천공항,2024-03-31,유학연수,남성,51~60세,21
기타공항,2024-03-31,공용,남성,61세이상,14
기타항구,2024-03-31,공용,남성,61세이상,2
김포,2024-03-31,공용,남성,61세이상,9
김해,2024-03-31,공용,남성,61세이상,19
부산,2024-03-31,공용,남성,61세이상,1
인천공항,2024-03-31,공용,남성,61세이상,209
기타공항,2024-03-31,관광,남성,61세이상,956
기타항구,2024-03-31,관광,남성,61세이상,21043
김포,2024-03-31,관광,남성,61세이상,3681
김해,2024-03-31,관광,남성,61세이상,5924
부산,2024-03-31,관광,남성,61세이상,6146
인천,2024-03-31,관광,남성,61세이상,12004
인천공항,2024-03-31,관광,남성,61세이상,30683
제주공항,2024-03-31,관광,남성,61세이상,2567
제주항,2024-03-31,관광,남성,61세이상,3838
기타공항,2024-03-31,기타,남성,61세이상,114
기타항구,2024-03-31,기타,남성,61세이상,78
김포,2024-03-31,기타,남성,61세이상,272
김해,2024-03-31,기타,남성,61세이상,314
부산,2024-03-31,기타,남성,61세이상,11
인천,2024-03-31,기타,남성,61세이상,51
인천공항,2024-03-31,기타,남성,61세이상,7375
제주공항,2024-03-31,기타,남성,61세이상,36
기타공항,2024-03-31,상용,남성,61세이상,7
기타항구,2024-03-31,상용,남성,61세이상,1
김포,2024-03-31,상용,남성,61세이상,60
김해,2024-03-31,상용,남성,61세이상,59
인천공항,2024-03-31,상용,남성,61세이상,289
제주공항,2024-03-31,상용,남성,61세이상,10
인천공항,2024-03-31,유학연수,남성,61세이상,1
기타공항,2024-03-31,공용,여성,20세 이하,59
